"";"Фамилия";"ДатаРазмещения";"стоимость";"Марка";"Категория";"Клиент";"СтранаПолучателя";"СтранаПоставщика";"Цена"
"222";"Крылова";1998-04-23;3077,99999758601;"Sasquatch Ale";"Напитки";"Die Wandernde Kuh";"Германия";"США";630
"223";"Ясенева";1996-07-12;3800;"Steeleye Stout";"Напитки";"Richter Supermarkt";"Швейцария";"США";810
"224";"Белова";1996-08-01;4560;"Steeleye Stout";"Напитки";"Wartian Herkku";"Финляндия";"США";810
"225";"Акбаев";1996-09-05;4560;"Steeleye Stout";"Напитки";"Hungry Owl All-Night Grocers";"Ирландия";"США";810
"226";"Новиков";1996-09-24;1824;"Steeleye Stout";"Напитки";"QUICK-Stop";"Германия";"США";810
"227";"Воронова";1996-10-24;3040;"Steeleye Stout";"Напитки";"Frankenversand";"Германия";"США";810
"228";"Воронова";1996-10-30;4863,99998188019;"Steeleye Stout";"Напитки";"Frankenversand";"Германия";"США";810
"229";"Кротов";1996-11-20;2887,99999773502;"Steeleye Stout";"Напитки";"La maison d'Asie";"Франция";"США";810
"230";"Белова";1996-12-03;729,599997282028;"Steeleye Stout";"Напитки";"La maison d'Asie";"Франция";"США";810
"231";"Кралев";1997-01-07;683,999998867512;"Steeleye Stout";"Напитки";"Queen Cozinha";"Бразилия";"США";810
"232";"Белова";1997-05-02;5700;"Steeleye Stout";"Напитки";"Bon app'";"Франция";"США";810
"233";"Кралев";1997-05-05;5129,99999150634;"Steeleye Stout";"Напитки";"QUICK-Stop";"Германия";"США";810
"234";"Бабкина";1997-05-23;11400;"Steeleye Stout";"Напитки";"Seven Seas Imports";"Великобритания";"США";810
"235";"Новиков";1997-06-10;4750;"Steeleye Stout";"Напитки";"Ricardo Adocicados";"Бразилия";"США";810
"236";"Крылова";1997-07-25;2992,5;"Steeleye Stout";"Напитки";"La maison d'Asie";"Франция";"США";810
"237";"Белова";1997-07-28;10450;"Steeleye Stout";"Напитки";"Save-a-lot Markets";"США";"США";810
"238";"Воронова";1997-08-26;2850;"Steeleye Stout";"Напитки";"Hanari Carnes";"Бразилия";"США";810
"239";"Новиков";1997-09-15;5700;"Steeleye Stout";"Напитки";"Simons bistro";"Дания";"США";810
"240";"Ясенева";1997-09-30;855;"Steeleye Stout";"Напитки";"Hungry Owl All-Night Grocers";"Ирландия";"США";810
"241";"Акбаев";1997-10-17;950;"Steeleye Stout";"Напитки";"The Big Cheese";"США";"США";810
"242";"Белова";1997-10-27;7600;"Steeleye Stout";"Напитки";"Koniglich Essen";"Германия";"США";810
"243";"Бабкина";1997-11-12;1140;"Steeleye Stout";"Напитки";"Vinette bistro";"Франция";"США";810
"244";"Крылова";1997-11-27;3039,99998867512;"Steeleye Stout";"Напитки";"Split Rail Beer & Ale";"США";"США";810
"245";"Воронова";1997-12-18;5700;"Steeleye Stout";"Напитки";"Magazzini Alimentari Riuniti";"Италия";"США";810
"246";"Бабкина";1998-01-19;7125;"Steeleye Stout";"Напитки";"LINO-Delicateses";"Венесуэлла";"США";810
"247";"Ясенева";1998-02-18;3800;"Steeleye Stout";"Напитки";"Koniglich Essen";"Германия";"США";810
"248";"Бабкина";1998-03-04;4037,49997168779;"Steeleye Stout";"Напитки";"Hanari Carnes";"Бразилия";"США";810
"249";"Бабкина";1998-03-09;4559,99998301268;"Steeleye Stout";"Напитки";"Great Lakes Food Market";"США";"США";810
"250";"Белова";1998-03-30;7600;"Steeleye Stout";"Напитки";"Save-a-lot Markets";"США";"США";810
"251";"Новиков";1998-04-08;2565;"Steeleye Stout";"Напитки";"Godos Cocina Tipica";"Испания";"США";810
"252";"Ясенева";1998-04-10;3040;"Steeleye Stout";"Напитки";"Around the Horn";"Великобритания";"США";810
"253";"Новиков";1998-04-17;6650;"Steeleye Stout";"Напитки";"White Clover Markets";"США";"США";810
"254";"Бабкина";1996-07-10;6048;"Cote de Blaye";"Напитки";"Hanari Carnes";"Бразилия";"Франция";11857,5
"255";"Воронова";1996-07-16;864;"Cote de Blaye";"Напитки";"HILARION-Abastos";"Венесуэлла";"Франция";11857,5
"256";"Кротов";1996-09-04;8640;"Cote de Blaye";"Напитки";"Blondel pere et fils";"Франция";"Франция";11857,5
"257";"Крылова";1996-09-13;3887,9999935627;"Cote de Blaye";"Напитки";"Old World Delicatessen";"США";"Франция";11857,5
"258";"Воронова";1996-10-07;576;"Cote de Blaye";"Напитки";"Koniglich Essen";"Германия";"Франция";11857,5
"259";"Воронова";1996-11-06;6119,99995708466;"Cote de Blaye";"Напитки";"Familia Arquibaldo";"Бразилия";"Франция";11857,5
"260";"Белова";1996-11-22;6998,39998841286;"Cote de Blaye";"Напитки";"QUICK-Stop";"Германия";"Франция";11857,5
"261";"Белова";1996-12-09;2447,99998283386;"Cote de Blaye";"Напитки";"Seven Seas Imports";"Великобритания";"Франция";11857,5
"262";"Бабкина";1997-02-13;864;"Cote de Blaye";"Напитки";"Berglunds snabbkop";"Швеция";"Франция";11857,5
"263";"Крылова";1997-02-24;2880;"Cote de Blaye";"Напитки";"Wartian Herkku";"Финляндия";"Франция";11857,5
"264";"Кротов";1997-03-17;2160;"Cote de Blaye";"Напитки";"Princesa Isabel Vinhos";"Португалия";"Франция";11857,5
"265";"Белова";1997-04-16;1800;"Cote de Blaye";"Напитки";"Ottilies Kaseladen";"Германия";"Франция";11857,5
"266";"Ясенева";1997-06-23;1800;"Cote de Blaye";"Напитки";"Trail's Head Gourmet Provisioners";"США";"Франция";11857,5
"267";"Крылова";1997-07-29;900;"Cote de Blaye";"Напитки";"Blauer See Delikatessen";"Германия";"Франция";11857,5
"268";"Акбаев";1997-08-25;2835;"Cote de Blaye";"Напитки";"Blauer See Delikatessen";"Россия";"Франция";11857,5
"269";"Воронова";1997-08-27;3600;"Cote de Blaye";"Напитки";"Que Delicia";"Бразилия";"Франция";11857,5
"270";"Кротов";1997-09-02;3239,99999463558;"Cote de Blaye";"Напитки";"Berglunds snabbkop";"Швеция";"Франция";11857,5
"271";"Кралев";1997-09-09;431,999998390675;"Cote de Blaye";"Напитки";"Hungry Owl All-Night Grocers";"Ирландия";"Франция";11857,5
"272";"Бабкина";1997-12-02;2880;"Cote de Blaye";"Напитки";"Folk och fa HB";"Швеция";"Франция";11857,5
"273";"Акбаев";1997-12-03;21059,9999651313;"Cote de Blaye";"Напитки";"Ernst Handel";"Австрия";"Франция";11857,5
"274";"Воронова";1997-12-18;305,999997854233;"Cote de Blaye";"Напитки";"Magazzini Alimentari Riuniti";"Италия";"Франция";11857,5
"275";"Белова";1998-01-12;3780;"Cote de Blaye";"Напитки";"Bon app'";"Франция";"Франция";11857,5
"276";"Воронова";1998-01-13;5040;"Cote de Blaye";"Напитки";"Tradiero Hipermercados";"Бразилия";"Франция";11857,5
"277";"Воронова";1998-01-19;1439,99999463558;"Cote de Blaye";"Напитки";"LINO-Delicateses";"Венесуэлла";"Франция";11857,5
"278";"Новиков";1998-02-02;13679,9999892712;"Cote de Blaye";"Напитки";"QUICK-Stop";"Германия";"Франция";11857,5
"279";"Бабкина";1998-02-18;8100;"Cote de Blaye";"Напитки";"Ernst Handel";"Австрия";"Франция";11857,5
"280";"Кротов";1998-02-20;1223,99999141693;"Cote de Blaye";"Напитки";"LILA-Supermercado";"Венесуэлла";"Франция";11857,5
"281";"Крылова";1998-03-26;5400;"Cote de Blaye";"Напитки";"Folk och fa HB";"Швеция";"Франция";11857,5
"282";"Белова";1998-05-04;3600;"Cote de Blaye";"Напитки";"Tortuga Restaurante";"Мексика";"Франция";11857,5
"283";"Белова";1998-05-06;341,999999731779;"Cote de Blaye";"Напитки";"Rattlesnake Canyon Grocery";"США";"Франция";11857,5
"284";"Кротов";1996-07-04;35,3;"Chartreuse verte";"Напитки";"Wartian Herkku";"Финляндия";"Франция";810
"285";"Воронова";1996-07-29;7350;"Chartreuse verte";"Напитки";"Frankenversand";"Германия";"Франция";810
"286";"Бабкина";1996-08-05;8378,99999342859;"Chartreuse verte";"Напитки";"QUICK-Stop";"Германия";"Франция";810
"287";"Крылова";1996-08-12;0;"Chartreuse verte";"Напитки";"Berglunds snabbkop";"Швеция";"Франция";810
"288";"Белова";1996-08-20;4703,99998247623;"Chartreuse verte";"Напитки";"QUICK-Stop";"Германия";"Франция";810
"289";"Крылова";1996-09-09;1470;"Chartreuse verte";"Напитки";"Die Wandernde Kuh";"Германия";"Франция";810
"290";"Кралев";1996-09-11;5291,99999123812;"Chartreuse verte";"Напитки";"Godos Cocina Tipica";"Испания";"Франция";810
"291";"Воронова";1996-11-06;588;"Chartreuse verte";"Напитки";"Familia Arquibaldo";"Бразилия";"Франция";810
"292";"Кралев";1997-01-07;264,599999561906;"Chartreuse verte";"Напитки";"Queen Cozinha";"Бразилия";"Франция";810
"293";"Воронова";1997-01-30;5512,5;"Chartreuse verte";"Напитки";"Bottom-Dollar Markets";"Канада";"Франция";810
"294";"Воронова";1997-02-17;2940;"Chartreuse verte";"Напитки";"Rancho grande";"Аргентина";"Франция";810
"295";"Белова";1997-03-05;2940;"Chartreuse verte";"Напитки";"Vaffeljernet";"Дания";"Франция";810
"296";"Кротов";1997-03-13;3087;"Chartreuse verte";"Напитки";"Pericles Comidas clasicas";"Мексика";"Франция";810
"297";"Белова";1997-03-21;1470;"Chartreuse verte";"Напитки";"Lazy K Kountry Store";"США";"Франция";810
"298";"Бабкина";1997-03-24;1470;"Chartreuse verte";"Напитки";"B's Beverages";"Великобритания";"Франция";810
"299";"Крылова";1997-04-07;920;"Chartreuse verte";"Напитки";"HILARION-Abastos";"Венесуэлла";"Франция";810
"300";"Воронова";1997-04-30;3679,99998629093;"Chartreuse verte";"Напитки";"Lehmanns Marktstand";"Германия";"Франция";810
"301";"Белова";1997-05-02;2483,99999588728;"Chartreuse verte";"Напитки";"Bon app'";"Франция";"Франция";810
"302";"Крылова";1997-05-12;1471,99999451637;"Chartreuse verte";"Напитки";"Lehmanns Marktstand";"Германия";"Франция";810
"303";"Воронова";1997-05-13;1655,99999725819;"Chartreuse verte";"Напитки";"Antonio Moreno Taqueria";"Мексика";"Франция";810
"304";"Бабкина";1997-06-18;9200;"Chartreuse verte";"Напитки";"Berglunds snabbkop";"Швеция";"Франция";810
"305";"Воронова";1997-06-19;368;"Chartreuse verte";"Напитки";"Trail's Head Gourmet Provisioners";"США";"Франция";810
"306";"Кротов";1997-07-22;7728;"Chartreuse verte";"Напитки";"Save-a-lot Markets";"США";"Франция";810
"307";"Воронова";1997-08-22;11040;"Chartreuse verte";"Напитки";"HILARION-Abastos";"Венесуэлла";"Франция";810
"308";"Воронова";1997-09-05;12235,9999904037;"Chartreuse verte";"Напитки";"QUICK-Stop";"Германия";"Франция";810
"309";"Кралев";1997-09-05;4195,19999670982;"Chartreuse verte";"Напитки";"Queen Cozinha";"Бразилия";"Франция";810
"310";"Новиков";1997-09-10;5243,99999588728;"Chartreuse verte";"Напитки";"Bon app'";"Франция";"Франция";810
"311";"Бабкина";1997-09-26;3680;"Chartreuse verte";"Напитки";"Ottilies Kaseladen";"Германия";"Франция";810
"312";"Воронова";1997-11-04;1104;"Chartreuse verte";"Напитки";"Queen Cozinha";"Бразилия";"Франция";810
"313";"Акбаев";1997-11-17;7359,99997258186;"Chartreuse verte";"Напитки";"Vaffeljernet";"Дания";"Франция";810
"314";"Бабкина";1997-11-20;7360;"Chartreuse verte";"Напитки";"Save-a-lot Markets";"США";"Франция";810
"315";"Акбаев";1997-11-25;552;"Chartreuse verte";"Напитки";"Magazzini Alimentari Riuniti";"Италия";"Франция";810
"316";"Воронова";1997-12-31;184;"Chartreuse verte";"Напитки";"Franchi S.p.A.";"Италия";"Франция";810
"317";"Крылова";1998-01-02;5520;"Chartreuse verte";"Напитки";"LINO-Delicateses";"Венесуэлла";"Франция";810
"318";"Бабкина";1998-01-06;9383,99993419647;"Chartreuse verte";"Напитки";"Koniglich Essen";"Германия";"Франция";810
"319";"Ясенева";1998-01-16;4600;"Chartreuse verte";"Напитки";"Berglunds snabbkop";"Швеция";"Франция";810
"320";"Бабкина";1998-02-10;2208;"Chartreuse verte";"Напитки";"Wilman Kala";"Финляндия";"Франция";810
"321";"Бабкина";1998-02-18;16744;"Chartreuse verte";"Напитки";"Ernst Handel";"Австрия";"Франция";810
"322";"Новиков";1998-03-02;3680;"Chartreuse verte";"Напитки";"LINO-Delicateses";"Венесуэлла";"Франция";810
"323";"Ясенева";1998-03-26;1840;"Chartreuse verte";"Напитки";"Maison Dewey";"Бельгия";"Франция";810
"324";"Бабкина";1998-04-06;1840;"Chartreuse verte";"Напитки";"The Cracker Box";"США";"Франция";810
"325";"Белова";1998-04-21;735,999997258186;"Chartreuse verte";"Напитки";"Supremes delices";"Бельгия";"Франция";810
"326";"Бабкина";1998-04-30;6623,99998903275;"Chartreuse verte";"Напитки";"Hungry Owl All-Night Grocers";"Ирландия";"Франция";810
"327";"Крылова";1996-08-12;2480;"Ipoh Coffee";"Напитки";"Berglunds snabbkop";"Швеция";"Сингапур";2070
"328";"Воронова";1996-08-19;3255;"Ipoh Coffee";"Напитки";"Lehmanns Marktstand";"Германия";"Сингапур";2070
"329";"Акбаев";1996-08-27;3347,99999445677;"Ipoh Coffee";"Напитки";"Que Delicia";"Бразилия";"Сингапур";2070
